id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rates,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
37612196.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,314.96,260.3270326557175,3809.57,3148.7619183205547,1.2098628282546997,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,19836.959562284803,1000.0,826.5399817618668,0.2899,735.47,607.8953603864002,8808.33,7280.4369175525035,1.2098628282546997,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,26449.279416379737,32000.0,26449.279416379737,0.2899,1165.57,963.3902065421789,13920.92,11506.196962908405,1.2098628282546997,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,3884.7379142807736,4700.0,3884.7379142807736,0.2899,150.54,124.42732885443141,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,9257.247795732907,11200.0,9257.247795732907,0.1999,296.67,245.20961638929302,1174.24,970.5563081840544,1.2098628282546997,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,28928.899361665335,28000.0,23143.119489332268,0.2899,870.85,719.7923431173217,10426.9,8618.249735832807,1.2098628282546997,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.2899,1088.56,899.7383625466977,13048.16,10784.825928425918,1.2098628282546997,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,4256.680906073614,5150.0,4256.680906073614,0.1649,182.31,150.68650407500593,2202.11,1820.1319592376244,1.2098628282546997,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.1559,1372.97,1134.8145987595901,10443.25,8631.763664534616,1.2098628282546997,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.2899,1088.56,899.7383625466977,13033.59,10772.78324089165,1.2098628282546997,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,6199.049863214001,7500.0,6199.049863214001,0.2899,252.67,208.84185719177086,3018.51,2494.9192003480125,1.2098628282546997,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,456.54,377.34856327356266,5468.43,4519.876032466045,1.2098628282546997,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.2899,1099.85,909.0699989407891,13183.54,10896.722911156841,1.2098628282546997,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,308.98,255.3843235647816,3693.31,3052.66838004092,1.2098628282546997,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,20663.49954404667,1000.0,826.5399817618668,0.2899,514.97,425.6432944079085,6155.56,5087.816450134077,1.2098628282546997,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,19506.343569580054,1000.0,826.5399817618668,0.2899,507.14,419.1714863507131,6058.17,5007.3197213102885,1.2098628282546997,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,245.16,202.63454192873925,8164.08,6747.9385343024205,1.2098628282546997,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,219.63,181.53297619435878,2622.85,2167.890391164112,1.2098628282546997,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,22192.59851030612,26850.0,22192.59851030612,0.2583,801.21,662.2320987874252,32358.25,26745.387364845923,1.2098628282546997,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,7934.78382491392,9600.0,7934.78382491392,0.2899,1372.97,1134.8145987595901,3874.11,3202.1068087434655,1.2098628282546997,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.2899,289.21,239.04362812534947,13336.65,11023.2744477644,1.2098628282546997,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,inf,32000.0,inf,0.1431,749.74,inf,9801.44,inf,0.0,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,26449.279416379737,32000.0,26449.279416379737,0.2899,995.26,822.6221822483154,11909.83,9843.950670986933,1.2098628282546997,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.2899,735.47,607.8953603864002,8808.33,7280.4369175525035,1.2098628282546997,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,830.24,686.2265544579723,9929.57,8207.186606703179,1.2098628282546997,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,370.78,306.46449443766494,4432.02,3663.241729968229,1.2098628282546997,1.0,1.0,60.0,6.0,1.0,0.0
37811673.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.15990000000000001,1230.33,1016.9169357610774,13041.12,10779.007086954316,1.2098628282546997,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,9546.53678934956,11550.0,9546.53678934956,0.1999,305.95,252.8799074200431,3645.75,3013.3581385083257,1.2098628282546997,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,812.45,671.5224081824286,8922.38,7374.703802472444,1.2098628282546997,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,23143.119489332268,28000.0,23143.119489332268,0.1431,961.2,794.4702304695063,11489.88,9496.845205646037,1.2098628282546997,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,448.85,370.9924708138139,5372.43,4440.528194216906,1.2098628282546997,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,267.21,220.8597485265884,1592.25,1316.0582859603323,1.2098628282546997,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.1924,391.1,323.2597868670661,4661.13,3852.61030518969,1.2098628282546997,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,17605.30161152776,21300.0,17605.30161152776,0.2899,523.54,432.7267420516077,6243.45,5160.461049131127,1.2098628282546997,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,4959.239890571201,1000.0,826.5399817618668,0.2899,185.24,153.10826622156821,2218.22,1833.4475183438078,1.2098628282546997,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.21989999999999998,276.14,228.24075056372186,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.1649,1238.98,1024.0665066033177,6130.77,5067.3265239862,1.2098628282546997,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.1431,1372.97,1134.8145987595901,5087.88,4205.336242406566,1.2098628282546997,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.1499,415.93,343.7827746142132,4971.17,4108.870761135139,1.2098628282546997,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,inf,4800.0,inf,0.1366,163.27,inf,1951.95,inf,0.0,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,332.1,274.493927943116,4009.7,3314.177364870557,1.2098628282546997,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.1431,1372.97,1134.8145987595901,7548.35,6239.013071332187,1.2098628282546997,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,6942.935846799681,8400.0,6942.935846799681,0.2899,288.36,238.3410691408519,3446.96,2849.0502555338844,1.2098628282546997,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,4000.0,24000.0,4000.0,0.2899,509.82,84.97,3555.42,592.57,6.0,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,9257.247795732907,11200.0,9257.247795732907,0.2899,240.68,198.93164281044608,2875.11,2376.3933669633607,1.2098628282546997,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.1559,209.73,173.3502303749163,6281.35,5191.786914439902,1.2098628282546997,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,6612.319854094934,1000.0,826.5399817618668,0.1499,277.29,229.19127154274804,3314.16,2739.285745955908,1.2098628282546997,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,28928.899361665335,3875.0,3202.8424293272337,0.1499,134.31,111.01258495043632,3687.54,3047.899244346154,1.2098628282546997,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.1499,207.97,171.89552000701542,197.98,163.63838558921438,1.2098628282546997,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,991.84797811424,1200.0,991.84797811424,0.1366,40.82,33.7393620555194,488.02,403.3680418994262,1.2098628282546997,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,3926.064913368867,4750.0,3926.064913368867,0.1714,169.69,140.25556950517117,2027.23,1675.586647227109,1.2098628282546997,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,inf,10000.0,inf,0.1559,349.55,inf,10961.22,inf,0.0,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,22151.271511218027,26800.0,22151.271511218027,0.1431,627.91,518.9927199480937,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,760.89,628.9060067227867,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,11964.16623600302,14475.0,11964.16623600302,0.2299,1372.97,1134.8145987595901,4858.78,4015.9759325849227,1.2098628282546997,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,9918.479781142401,1000.0,826.5399817618668,0.18539999999999998,308.26,254.78921477791303,3686.76,3047.25454316038,1.2098628282546997,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,9670.51778661384,11700.0,9670.51778661384,0.21989999999999998,446.77,369.27326765174917,5346.95,4419.467955481613,1.2098628282546997,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,9360.56529345314,11325.0,9360.56529345314,0.17859999999999998,1372.97,1134.8145987595901,3418.17,2825.25416945896,1.2098628282546997,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,5165.8748860116675,6250.0,5165.8748860116675,0.2899,203.12,167.88680109547036,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,23143.119489332268,28000.0,23143.119489332268,0.25989999999999996,838.17,692.7810165133438,9977.18,8246.538175234862,1.2098628282546997,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.1366,461.85,381.7374905767182,5511.84,4555.756133074327,1.2098628282546997,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.2557,1039.03,858.7998372500324,35522.06,29360.402824543933,1.2098628282546997,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,8182.745819442481,9900.0,8182.745819442481,0.2899,313.3,258.95497628599287,3750.06,3099.574524005906,1.2098628282546997,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.1431,562.31,464.77169714451526,6709.56,5545.719600030151,1.2098628282546997,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.17859999999999998,721.65,596.4725778384511,7918.31,6544.799802984808,1.2098628282546997,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,3926.064913368867,4750.0,3926.064913368867,0.15990000000000001,166.98,138.0156461545965,4974.84,4111.904162868205,1.2098628282546997,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,505.34,417.6837143835417,1999.71,1652.8402669290226,1.2098628282546997,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,17047.3871238385,20625.0,17047.3871238385,0.2899,688.9,569.40339343575,8238.41,6809.37525114678,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,26449.279416379737,32000.0,26449.279416379737,0.17859999999999998,810.16,669.629631624194,9658.42,7983.070290648449,1.2098628282546997,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,28928.899361665335,20000.0,16530.799635237334,0.1366,680.26,562.2620879933274,8132.76,6722.05130207364,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,8926.63180302816,10800.0,8926.63180302816,0.20989999999999998,292.12,241.44885947227652,3480.25,2876.5657715267366,1.2098628282546997,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,444.79,367.6367184878607,5324.16,4400.63110929726,1.2098628282546997,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,4132.6999088093335,5000.0,4132.6999088093335,0.2899,153.23,126.65072140537083,1835.15,1516.8248475302898,1.2098628282546997,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,5145.21138646762,6225.0,5145.21138646762,0.1366,211.73,175.00331033844003,2545.7,2104.122831571184,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,0.0
38242030.0,4000.0,3306.159927047467,4000.0,3306.159927047467,0.1431,137.32,113.50047029553953,1641.48,1356.748849262469,1.2098628282546997,1.0,1.0,36.0,14.0,0.0,0.0
38242401.0,19500.0,16117.529644356402,19500.0,16117.529644356402,0.2899,624.56,516.2238110091914,7474.16,6177.692070085273,1.2098628282546997,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,5785.779872333067,7000.0,5785.779872333067,0.2899,217.72,179.95428482919363,2389.09,1974.6784050274582,1.2098628282546997,1.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,555.71,459.31653326488697,6654.54,5500.243370233613,1.2098628282546997,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,4132.6999088093335,5000.0,4132.6999088093335,0.1431,171.65,141.87558786942444,2051.85,1695.936061578086,1.2098628282546997,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,11571.559744666134,14000.0,11571.559744666134,0.2899,443.05,366.1985389195951,5303.11,4383.232442681173,1.2098628282546997,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.1499,346.61,286.48702307848066,4142.66,3424.0741208456147,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.2899,188.55,155.84411356119998,2257.14,1865.6164544339797,1.2098628282546997,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,668.02,552.1452386165622,14088.74,11644.906902647683,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,19836.959562284803,1000.0,826.5399817618668,0.1649,589.91,487.5842006411428,7034.95,5814.667444695644,1.2098628282546997,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.1366,346.39,286.30518428249303,4145.3,3426.2561863974665,1.2098628282546997,1.0,1.0,60.0,13.0,0.0,0.0
38311693.0,2500.0,2066.3499544046667,2500.0,2066.3499544046667,0.2899,80.08,66.18932173949028,718.08,593.5218301035613,1.2098628282546997,1.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,332.1,274.493927943116,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,10476.39426883166,12675.0,10476.39426883166,0.2899,278.38,230.09220012286846,3324.45,2747.790842368238,1.2098628282546997,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,10745.019762904267,13000.0,10745.019762904267,0.2899,1372.97,1134.8145987595901,5123.32,4234.628819360207,1.2098628282546997,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,760.89,628.9060067227867,21153.04,17483.83329580804,1.2098628282546997,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.1999,529.77,437.87608613798415,20133.27,16640.952618606738,1.2098628282546997,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,7852.129826737734,9500.0,7852.129826737734,0.2899,300.65,248.4992455167052,3598.65,2974.4281053673417,1.2098628282546997,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,28928.899361665335,1000.0,826.5399817618668,0.21989999999999998,966.47,798.8260961733914,12478.59,10314.053551013812,1.2098628282546997,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,12005.493235091115,14525.0,12005.493235091115,0.2899,1372.97,1134.8145987595901,3857.01,3187.972975055338,1.2098628282546997,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,35000.0,28928.899361665335,12000.0,9918.479781142401,0.1714,299.14,247.2511701442448,3566.83,2948.127603147679,1.2098628282546997,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.2899,377.09,311.67996172258233,4514.16,3731.133724070148,1.2098628282546997,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,7438.859835856801,9000.0,7438.859835856801,0.1559,314.6,260.0294782622833,3490.96,2885.4180147314064,1.2098628282546997,1.0,1.0,36.0,16.0,1.0,1.0
38414180.0,35000.0,28928.899361665335,26050.0,21531.366524896628,0.1999,690.03,570.3373836151409,8251.43,6820.13680170932,1.2098628282546997,1.0,1.0,60.0,23.0,1.0,4.0
38414664.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.2899,202.14,167.07679191334373,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,12.0,1.0,3.0
38414904.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,320.29,264.73249075850833,3838.21,3172.4340233982143,1.2098628282546997,1.0,1.0,36.0,7.0,0.0,2.0
38415266.0,11200.0,9257.247795732907,11200.0,9257.247795732907,0.1559,391.5,323.59040285977085,4296.8,3551.476993634389,1.2098628282546997,1.0,1.0,36.0,20.0,1.0,1.0
38415532.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,565.64,467.5240752837823,6779.49,5603.519540954758,1.2098628282546997,1.0,1.0,36.0,5.0,1.0,3.0
38416309.0,8500.0,7025.589844975867,8500.0,7025.589844975867,0.1431,291.8,241.18436667811272,3203.04,2647.4406231825296,1.2098628282546997,1.0,1.0,60.0,14.0,1.0,4.0
